# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 361K of event 'cpu/cycles/Pu'
# Event count (approx.): 1394702908936
#
# Overhead  Symbol                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  .........................................................................................................................................................................................................................................................................................................................................................  ....................
#
    61.18%  [.] neat::Genome::runNetwork(float (*)(float))                                                                                                                                                                                                                                                                                                             -      -            
    19.44%  [.] neat::Population::crossover(bool)                                                                                                                                                                                                                                                                                                                      -      -            
    16.15%  [.] neat::Population::compareGenomes(int, int, float, float, float)                                                                                                                                                                                                                                                                                        -      -            
     0.87%  [.] neat::Genome::loadInputs(float*)                                                                                                                                                                                                                                                                                                                       -      -            
     0.55%  [.] processFn(float*, float*, void*)                                                                                                                                                                                                                                                                                                                       -      -            
     0.44%  [.] activationFn(float)                                                                                                                                                                                                                                                                                                                                    -      -            
     0.19%  [.] neat::Genome::Genome(int, int, int, float, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, int*, float)                                                                                                                                                                                -      -            
     0.13%  [.] 0x0000000000092b39                                                                                                                                                                                                                                                                                                                                     -      -            
     0.12%  [.] random_r                                                                                                                                                                                                                                                                                                                                               -      -            
     0.11%  [.] random                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.07%  [.] 0x0000000000092b5d                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  [.] rand@plt                                                                                                                                                                                                                                                                                                                                               -      -            
     0.07%  [.] neat::Genome::getOutputs(float*)                                                                                                                                                                                                                                                                                                                       -      -            
     0.06%  [.] 0x0000000000092b15                                                                                                                                                                                                                                                                                                                                     -      -            
     0.05%  [.] rand                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.04%  [.] 0x0000000000092ae2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.04%  [.] expf@plt                                                                                                                                                                                                                                                                                                                                               -      -            
     0.03%  [.] 0x0000000000092b2d                                                                                                                                                                                                                                                                                                                                     -      -            
     0.03%  [.] neat::Population::runNetworkAuto(float (*)(float*, float*, void*), void*, void (*)(float*, void*), float (*)(float), int, float, int)                                                                                                                                                                                                                  -      -            
     0.03%  [.] neat::Genome::getInnovId(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, int*, int, int)                                                                                                                                                                                               -      -            
     0.02%  [.] 0x0000000000092b1a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.02%  [.] 0x0000000000092b61                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x00000000001765ae                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x00000000001765a9                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x0000000000092ae7                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x0000000000092add                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x00000000001765c5                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x00000000001765ca                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x00000000001765b3                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x0000000000092ad0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [k] 0xffffffffad162928                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x0000000000092b59                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x00000000001765c0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x00000000001765bb                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x00000000001765a4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x0000000000092ad8                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] neat::Connection::Connection(int, int, int, float, bool, bool)                                                                                                                                                                                                                                                                                         -      -            
     0.01%  [.] mnist::MNIST_dataset<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, unsigned char> mnist::read_dataset_direct<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, unsigned char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, unsigned long)  -      -            
     0.01%  [.] neat::Genome::mutateWeights(float, float)                                                                                                                                                                                                                                                                                                              -      -            
     0.00%  [.] 0x0000000000092b10                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)                                                                                                                                                                         -      -            
     0.00%  [k] 0xffffffffac08c9b2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b28                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b25                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b35                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b0c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::basic_filebuf<char, std::char_traits<char> >::xsputn(char const*, long)                                                                                                                                                                                                                                                                           -      -            
     0.00%  [.] std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long)                                                                                                                                                                                                                                                                         -      -            
     0.00%  [k] 0xffffffffad17713b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b1e                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostream::sentry::sentry(std::ostream&)                                                                                                                                                                                                                                                                                                            -      -            
     0.00%  [.] std::ostream& std::ostream::_M_insert<long>(long)                                                                                                                                                                                                                                                                                                      -      -            
     0.00%  [.] cfree                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.00%  [k] 0xffffffffac086f34                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176385                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Genome::addNode(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, int*, int, bool) [clone .part.0]                                                                                                                                                                                 -      -            
     0.00%  [.] 0x000000000017664a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Genome::isValidNewConnection(int, int, bool)                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Population::selectParent(int)                                                                                                                                                                                                                                                                                                                    -      -            
     0.00%  [.] 0x0000000000176633                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::codecvt<char, char, __mbstate_t>::do_always_noconv() const                                                                                                                                                                                                                                                                                        -      -            
     0.00%  [k] 0xffffffffad1797c0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000017663c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092af9                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac086f41                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc01d22                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac08c992                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabef5770                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176571                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] operator new(unsigned long)                                                                                                                                                                                                                                                                                                                            -      -            
     0.00%  [.] malloc                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.00%  [.] std::ostream& std::ostream::_M_insert<bool>(bool)                                                                                                                                                                                                                                                                                                      -      -            
     0.00%  [k] 0xffffffffad162963                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000178825                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad162967                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac088e8f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac088e63                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176625                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac08b1cb                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000017662a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000064ec1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176370                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c3d1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c4b7                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostream& std::ostream::_M_insert<double>(double)                                                                                                                                                                                                                                                                                                  -      -            
     0.00%  [.] neat::Population::save(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)                                                                                                                                                                                                                                                -      -            
     0.00%  [k] 0xffffffffac09f004                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092ada                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac011fe6                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b54                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf766c1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] __uselocale                                                                                                                                                                                                                                                                                                                                            -      -            
     0.00%  [k] 0xffffffffac086f48                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a4f23                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a6f90                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a6eb3                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad16292c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf766f0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c3eb                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005dc4c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const                                                                                                   -      -            
     0.00%  [.] std::locale::id::_M_id() const                                                                                                                                                                                                                                                                                                                         -      -            
     0.00%  [.] 0x0000000000176641                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000650da                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000064ec5                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005ce87                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000014738f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const                                                                                                                                                                        -      -            
     0.00%  [.] 0x000000000005d06e                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000017662f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176646                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc015f0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad1615c5                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001473d8                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf27b59                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_float<double>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, char, double) const                                                                                       -      -            
     0.00%  [k] 0xffffffffac011fd4                                                                                                                                                                                                                                                                                                                                     -      -            
